Date,MMM,American Express,Boeing,Caterpillar,Coca Cola,IBM,Intel,J&J,JPMorgan,McDonalds,Merck & Co.,Microsoft,Procter & Gamble,The Home Depot,Walmart,Walt Disney,DJIA
4/26/2006,55.19,40.5,60.67,49.62,12.79,48.87,12.28,36.82,28.43,21.45,17.86,19.56,36.79,26.81,32.14,22.32,11354.49
4/27/2006,55,41.9,60.09,49.04,12.89,49.18,12.65,36.89,29.29,21.77,18,19.66,37.03,26.91,31.9,22.78,11382.51
4/28/2006,55.13,41.99,59.63,49.48,12.86,48.28,12.59,36.86,30.25,21.74,17.91,17.43,36.92,26.72,31.47,22.94,11367.14
5/1/2006,54.84,41.21,59.92,49.41,12.87,48.22,12.28,36.85,29.85,21.61,17.82,17.53,36.71,27.13,32.1,22.7,11343.29
5/2/2006,54.53,40.99,60.97,0,12.95,48.33,12.34,36.9,30.33,21.64,17.94,17.33,36.86,26.9,32.26,22.88,11416.45
5/3/2006,55.44,40.87,61.36,51.03,12.85,48.49,12.13,36.7,30.3,21.92,17.77,16.72,35.66,27.02,32.63,23.06,11400.28
5/4/2006,55.8,41.16,61.91,51.49,12.9,48.33,12.24,36.64,30.45,21.91,17.85,16.91,35.43,26.94,32.43,23.3,11438.86
5/5/2006,56.34,41.94,63.21,52.25,13.09,48.83,12.35,36.92,31.09,22.14,17.94,17.17,35.35,27.63,33.03,23.87,11577.74
5/8/2006,56.88,41.83,62.58,52.2,13.29,48.79,12.73,36.93,30.73,22.25,17.92,17.12,35.74,27.44,33.25,23.6,11584.54
5/9/2006,56.52,41.8,62.87,53.01,13.39,48.99,12.6,36.71,30.67,22.53,17.91,17.04,35.84,27.68,33.46,24.27,11639.77
5/10/2006,56.57,41.84,63.77,52.9,13.36,48.79,12.4,36.68,30.61,22.61,18.04,17.15,35.74,27.58,33.4,24.7,11642.65
5/11/2006,56.26,41.13,63.24,52.02,13.3,48.53,12.26,37.01,30.09,22.23,17.96,16.76,35.3,27.25,33.03,24.45,11500.73
5/12/2006,55.87,41.27,62.38,50.84,13.24,48.49,12.05,37,29.54,21.93,17.84,16.72,34.89,26.77,32.53,24.53,11380.99
5/15/2006,56.22,41.46,61.56,50.61,13.47,48.79,12.23,37.72,29.69,21.99,18.05,16.77,35.25,27.1,33.15,24.61,11428.77
5/16/2006,55.99,41.34,61.95,50.53,13.44,48.36,12.07,37.9,29.54,21.82,18.27,16.67,35.55,25.73,33.6,24.9,11419.89
5/17/2006,54.77,40.58,60.06,49.59,13.35,47.83,11.81,37.82,28.83,21.73,17.87,16.47,35.09,25.44,32.85,24.42,11205.61
5/18/2006,54.6,40.51,59.31,48.75,13.35,47.47,11.81,37.83,28.49,21.65,18.28,16.54,34.82,25.7,33.12,24.29,11128.29
5/19/2006,54.7,40.76,60.66,47.55,13.38,47.25,11.62,37.68,28.49,21.47,17.91,16.34,34.35,26.06,33.19,24.74,11144.06
5/22/2006,54.32,40.5,61.45,47.61,13.37,47.1,11.4,37.65,28.42,21.4,17.9,16.57,34.43,25.76,33.21,24.61,11125.33
5/23/2006,54.14,40.75,61.05,48.16,13.36,46.99,11.36,37.74,28.11,21.08,17.92,16.51,34.56,25.32,33.33,24.8,11098.35
5/24/2006,54.38,41.68,59.06,48.08,13.5,46.96,11.33,38.24,28.09,20.72,17.66,17.02,34.77,25.44,33.69,24.73,11117.32
5/25/2006,54.02,42.21,59.5,48.32,13.6,47.17,11.43,38.26,28.56,20.91,17.89,17.2,35.05,25.7,34.68,24.74,11211.05
5/26/2006,54.41,42.46,59.87,48.62,13.64,47.53,11.54,38.41,28.81,20.7,17.98,17.18,34.97,25.88,34.82,25.03,11278.61
5/30/2006,54.15,41.98,58.88,47.14,13.39,47.18,11.28,37.88,28.29,20.57,17.24,16.77,34.49,25.23,33.88,24.78,11094.43
5/31/2006,54.28,42.42,59.69,47.66,13.5,47.03,11.41,38.11,28.42,20.86,17.53,16.41,34.41,25.51,33.98,25.02,11168.31
6/1/2006,54.83,42.75,59.97,47.88,13.46,47.49,11.42,38.38,29.05,21.18,17.8,16.53,34.56,25.8,33.94,25.12,11260.28
6/2/2006,55.01,42.7,60.08,47.57,13.45,46.8,11.54,38.44,29.2,21.07,17.88,16.49,34.22,25.43,33.55,25.12,11247.87
6/5/2006,53.82,41.83,58.88,45.3,13.31,46.53,11.38,38.06,28.64,20.84,17.63,16.3,33.73,25.07,33.1,25.22,11048.72
6/6/2006,53.37,41.56,57.82,44.74,13.33,46.94,11.26,38.57,28.25,20.94,17.85,16.03,33.85,24.9,32.99,25.05,11002.14
6/7/2006,52.12,41.73,58.4,43.6,13.3,46.58,11.01,38.71,28.16,20.95,17.88,15.97,33.77,24.66,32.99,25.15,10930.9
6/8/2006,53.04,41.66,58.21,43.7,13.3,45.34,10.83,38.96,28.23,21.18,17.89,16.02,34.72,25.03,33.18,24.51,10938.82
6/9/2006,52.27,41.72,57.72,44.11,13.35,45.69,10.86,38.85,28.06,20.99,17.81,15.88,34.54,24.83,33.06,24.06,10891.92
6/12/2006,52.01,41.22,55.84,43.33,13.28,45.33,10.67,38.85,27.73,20.7,17.57,15.73,34.45,24.36,32.96,23.71,10792.58
6/13/2006,51.88,40.75,55.19,43.34,13.25,45.28,10.84,38.64,27.01,20.08,17.73,15.58,34.33,24.38,33.34,23.2,10706.14
6/14/2006,51.84,41.15,58.8,44.09,13.22,45.74,11.23,38.76,26.64,20.65,17.64,15.85,34.78,24.69,33.46,23.54,10816.92
6/15/2006,52.49,41.8,60.81,46.29,13.29,46.24,11.47,38.9,27.06,20.97,18.08,15.99,34.81,25.11,34.13,23.95,11015.19
6/16/2006,52.23,41.29,61.33,46.09,13.34,45.88,11.59,39.04,26.77,20.84,18.12,16.01,34.9,24.8,33.88,24.16,11014.55
6/19/2006,51.53,40.75,60.77,45.7,13.25,45.71,11.55,38.83,26.63,20.65,18.15,16.34,34.8,24.77,33.86,23.85,10942.11
6/20/2006,51.83,41.15,60.83,46.38,13.21,45.9,11.49,38.94,26.99,20.72,18.39,16.34,35.25,24.47,33.97,23.98,10974.84
6/21/2006,52.16,41.46,61.55,47.35,13.28,46.08,11.65,39.11,27.47,21,18.57,16.72,35.41,24.63,34.3,23.9,11079.46
6/22/2006,51.64,41.16,60.27,47.22,13.24,45.43,11.55,38.72,27.37,20.47,18.56,16.57,35.42,24.51,34,24.02,11019.11
6/23/2006,51.85,41.04,59.79,47.13,13.2,45.38,11.4,38.81,27.24,20.5,18.4,16.3,35.35,24.46,33.63,23.89,10989.09
6/26/2006,52.04,41.35,60.15,47.35,13.22,45.41,11.57,38.11,27.66,20.53,18.44,16.53,35.51,24.62,33.72,24.34,11045.28
6/27/2006,51.06,40.82,58.74,46.81,13.13,45.1,11.43,37.69,27.22,20.44,18.28,16.56,35.36,24.44,33.41,24.13,10924.74
6/28/2006,51.44,40.72,59.25,47.5,13.1,45.06,11.81,37.49,27.51,20.1,18.48,16.78,35.37,24.3,33.61,24.1,10973.56
6/29/2006,52.65,42.05,59.51,48.61,13.29,45.67,12.23,37.9,28.45,21.1,18.9,17,36.15,24.5,34.17,24.52,11190.8
6/30/2006,52.4,41.53,58.73,48.66,13.28,45.21,12.03,37.92,27.99,21.13,19.19,16.88,35.27,24.05,33.79,24.61,11150.22
7/3/2006,52.63,41.87,58.29,48.85,13.39,45.92,12.26,38.07,28.81,21.36,19.29,17.17,35.71,24.03,33.37,24.63,11228.02
7/5/2006,52.26,41.08,57.48,47.78,13.28,45.77,11.87,38,28.5,21.23,19.32,16.91,35.48,23.87,32.98,24.67,11151.82
7/6/2006,52.81,41.11,57.94,48.12,13.38,45.96,11.93,38.3,28.52,21.18,19.31,17.01,35.81,23.83,32.77,24.65,11225.3
7/7/2006,48.08,40.68,57.35,47.42,13.33,44.98,11.75,38.37,28.5,20.86,19.47,16.88,35.84,23.76,32.26,24.47,11090.67
7/10/2006,47.43,40.77,57.61,47.87,13.47,45.13,11.51,38.57,28.61,21.18,19.39,17.02,36.14,23.52,32.39,24.55,11103.55
7/11/2006,47.42,41.07,58.53,47.95,13.53,45.01,11.82,38.46,28.81,21.55,19.63,16.73,36.31,23.1,32.36,24.82,11134.77
7/12/2006,47.18,40.85,58.02,46.59,13.45,44.42,11.32,38.37,28.39,21.26,19.33,16.4,35.91,22.58,31.67,24.54,11013.18
7/13/2006,46.47,40.1,57.06,45.54,13.31,43.7,11.22,38.14,27.81,20.86,19.45,16.13,35.86,22.89,30.97,23.55,10846.29
7/14/2006,46.21,40.12,55.39,45.2,13.17,43.3,11.32,38.26,27.48,20.77,19.04,16.15,35.3,22.74,30.2,23.37,10739.35
7/17/2006,45.84,40.1,56.6,45.2,13.18,43.38,11.3,38.55,27.37,21.83,19.15,16.28,35.41,22.58,30.17,23.46,10747.36
7/18/2006,45.97,39.87,56.76,45.58,13.45,43.71,11.53,38.35,27.36,21.89,19.32,16.47,35.4,22.26,30.28,23.88,10799.23
7/19/2006,46.08,40.77,59,46.67,13.53,44.77,11.71,38.8,28.93,22.06,19.65,16.95,36.13,23.08,31,24.01,11011.42
7/20/2006,46.13,40.53,57.85,45.33,13.54,44.42,10.83,38.84,28.88,21.8,19.64,16.55,36.11,22.83,31.07,23.89,10928.1
7/21/2006,45.88,39.61,56.7,44.85,13.55,44.06,10.86,39.07,29,21.82,19.68,17.29,35.76,22.74,30.67,23.36,10868.38
7/24/2006,46.51,39.64,58.39,46.27,13.59,44.73,11.07,39.23,29.7,21.91,20.51,17.39,36.29,23.25,31.16,24.1,11051.05
7/25/2006,44.19,39.78,60.05,46.37,13.66,44.67,11.11,39.24,29.99,21.86,20.68,17.55,36.28,23.68,31.33,24.19,11103.71
7/26/2006,44.81,40.5,57.29,46.02,13.72,44.63,11.08,39.27,30,21.66,21.16,17.65,36.15,23.31,30.63,24.07,11102.51
7/27/2006,45.25,40.14,56.43,46.4,13.68,44.82,11.06,39.59,30.04,21.84,21.58,17.29,36,22.86,30.53,23.97,11100.43
7/28/2006,45.75,40.84,56.58,46.73,13.75,45.3,11.51,39.82,30.56,22.19,21.66,17.57,36.23,23.24,31.18,24.37,11219.7
7/31/2006,45.68,40.74,55.51,46.5,13.74,45.56,11.4,39.59,30.65,22.25,21.21,17.43,35.85,23.32,31.21,24.36,11185.68
8/1/2006,45.36,40.78,56.05,45.74,13.68,44.81,11.18,39.67,30.58,22.06,21.5,17.38,35.67,22.94,30.92,24.08,11125.73
8/2/2006,45.16,40.51,56.37,46.42,13.68,44.92,11.14,39.97,30.57,22.38,21.61,17.6,37.18,22.92,31.12,24.45,11199.93
8/3/2006,44.95,40.79,56.93,47.72,13.59,44.93,11.03,39.92,30.68,22.53,21.9,17.54,37.92,23.23,31.37,24.65,11242.59
8/4/2006,45.06,40.86,56.99,47.97,13.54,44.68,11.14,40.21,30.32,22.26,21.78,17.6,37.92,23.32,31.47,24.53,11240.35
8/7/2006,44.77,40.77,57.18,48.02,13.46,44.45,11.03,40.04,30.42,22.34,21.51,17.55,37.89,23.31,31.44,24.11,11219.38
8/8/2006,44.48,40.9,56.03,46.98,13.53,44.52,11.05,40.23,30.23,22.11,21.58,17.63,38.09,23.07,31.18,23.78,11173.59
8/9/2006,44.31,40.74,55.53,44.96,13.51,44.56,11.08,40.07,29.8,21.6,21.83,17.7,37.98,22.44,30.79,23.65,11076.18
8/10/2006,44.38,40.68,54.84,44.83,13.55,44.76,11.3,40.22,29.6,21.92,21.77,17.72,38.44,22.58,31.49,24.27,11124.37
8/11/2006,44.46,40.53,54.67,43.98,13.51,44.61,11.09,40.17,29.52,21.81,21.38,17.7,38.44,22.35,31.35,24.15,11088.03
8/14/2006,44.52,40.53,54.26,43.28,13.58,45.32,11.38,40.45,29.49,21.83,21.53,17.77,38.12,22.35,31.63,24.22,11097.87
8/15/2006,45.27,41.32,55.12,44.23,13.68,45.56,11.54,40.76,30.27,22.32,21.57,17.9,38.55,23.14,31.25,24.32,11230.26
8/16/2006,45.93,41.5,56.74,45.35,13.69,46.74,11.85,40.89,30.55,22.62,21.69,17.96,38.54,23.18,31.28,24.38,11327.12
8/17/2006,46.19,41.87,56.56,45.51,13.64,46.91,11.82,40.65,30.55,22.79,20.45,17.96,38.49,23.33,31.42,24.53,11334.96
8/18/2006,46.2,41.68,55.87,44.82,13.68,47.22,11.72,40.77,30.72,22.75,20.81,18.75,38.52,23.36,31.32,24.54,11381.47
8/21/2006,46.14,41.71,55.15,44.78,13.64,46.86,11.62,40.68,30.55,22.45,20.88,18.99,38.77,23.05,31.04,24.59,11345.05
8/22/2006,46.25,41.54,55.38,44.95,13.71,46.66,11.68,40.61,30.47,22.38,20.93,18.63,38.94,22.88,31.03,24.32,11339.84
8/23/2006,45.93,41.47,54.96,44.1,13.68,46.5,11.7,40.45,30.59,22.38,21.31,18.66,38.86,22.61,30.81,23.95,11297.9
8/24/2006,45.78,41.57,54.15,42.98,13.74,46.92,11.82,41.14,30.7,22.56,21.1,18.71,38.94,22.45,30.77,23.75,11304.46
8/25/2006,45.66,41.41,53.21,43.3,13.75,47.21,12.03,41.17,30.59,22.15,21.3,18.79,38.82,22.49,30.89,23.75,11284.05
8/28/2006,46.32,41.43,53.78,43.35,13.8,47.47,12.34,41.11,30.92,22.52,21.57,18.87,38.89,22.64,31.28,24.1,11352.01
8/29/2006,46.76,41.12,53.1,42.95,13.94,48.11,12.53,41.12,30.89,22.69,21.73,18.79,39.03,22.9,31.32,23.88,11369.94
8/30/2006,46.65,41.06,53.99,42.69,13.88,48,12.63,41.12,30.73,22.73,21.7,18.76,39.39,22.92,31.41,24.26,11382.91
8/31/2006,46.82,41.11,53.91,43.54,13.84,47.85,12.46,41.16,30.68,22.57,21.56,18.69,39.48,23.04,31.49,24.33,11381.15
9/1/2006,46.83,41.12,54.29,44.14,13.92,48.12,12.66,41.2,30.73,23.11,21.78,18.79,39.49,23.27,32,24.52,11464.15
9/5/2006,46.59,41.2,54.24,45.72,13.89,47.78,12.73,40.94,30.78,23.04,21.89,18.62,39.26,23.46,32.08,24.49,11469.28
9/6/2006,46.69,40.94,53.58,45.36,13.8,47.45,12.3,40.69,30.83,22.77,22.02,18.62,39.19,23.06,31.96,24.29,11406.2
9/7/2006,46.1,40.93,52.45,44.46,13.74,46.93,12.24,40.4,30.37,22.96,21.61,18.49,39.25,23.17,32.06,24.2,11331.44
9/8/2006,46.7,41.18,52.4,44.17,13.77,47.67,12.38,40.48,30.41,23.58,21.83,18.61,39,23.13,32.89,24.27,11392.11
9/11/2006,46.59,41.07,53.13,42.99,13.75,47.83,12.35,40.76,30.5,23.34,21.96,18.84,39.49,23.66,33.44,24.42,11396.84
9/12/2006,47.39,41.17,53.45,42.75,13.83,48.63,12.58,40.63,30.92,24.02,22.41,18.85,39.45,24.74,33.84,24.79,11498.09
9/13/2006,47.91,41.79,54.93,43.52,13.87,48.59,12.63,40.62,31.18,23.79,21.85,18.89,38.63,25.08,33.85,24.98,11543.32
9/14/2006,48.02,41.85,53.99,42.99,13.86,48.74,12.59,40.57,31.25,23.47,21.82,19.14,38.76,25.12,34.05,24.93,11527.39
9/15/2006,48.41,42.06,53.99,42.93,13.87,49.02,12.42,40.61,31.55,23.72,21.86,19.52,38.84,25.12,33.95,24.87,11560.77
9/18/2006,48.25,41.86,54.13,43.96,13.82,48.61,12.51,40.84,31.3,23.53,21.7,19.48,38.59,24.68,33.86,24.66,11555
9/19/2006,47.83,41.79,53.89,43.68,13.8,48.39,12.37,40.85,31.45,23.63,21.9,19.53,38.85,24.48,34.15,25,11540.91
9/20/2006,47.94,42.46,54.84,43.23,13.82,49.3,12.41,40.86,31.73,23.75,22.3,19.76,39.31,24.55,34.41,25.46,11613.19
9/21/2006,47.74,42.44,54.78,42.35,13.74,48.23,12.22,40.89,31.45,24.11,22.31,19.56,39.38,24.19,34.12,25.2,11533.23
9/22/2006,47.72,42.34,55.6,41.19,13.68,48,12.14,40.71,31.46,24.02,22.36,19.38,39.42,24.27,34,24.68,11508.1
9/25/2006,48.13,42.99,55.93,42.21,13.8,48.46,12.36,40.86,31.52,24.43,22.31,19.59,39.73,24.68,34.37,24.74,11575.81
9/26/2006,48.81,43.79,56.86,43.24,13.88,48.76,12.71,41.17,31.51,24.56,22.21,19.78,39.85,24.71,34.67,25.49,11669.39
9/27/2006,48.75,43.84,57.15,43.1,13.9,48.52,12.98,41.26,31.47,25.04,22.55,19.95,40.01,24.6,34.85,25.47,11689.24
9/28/2006,48.71,43.81,57.06,43.69,13.98,48.46,13.23,41.31,31.68,24.89,22.37,19.92,39.71,24.77,35.07,25.38,11718.45
9/29/2006,48.6,43.88,56.75,43.18,13.89,48.43,13.1,41.34,31.56,24.6,22.28,19.89,39.53,24.48,34.72,25.36,11679.07
10/2/2006,48.06,43.18,57.56,42.89,13.84,48.39,13.02,41.43,31.49,24.84,22.16,19.89,39.57,24.52,34.1,25.05,11670.35
10/3/2006,48.34,43.81,58.86,42.72,13.85,48.26,13.1,41.69,32.09,24.95,22.33,19.9,39.74,24.85,34.82,25.43,11727.34
10/4/2006,48.89,44.38,60.43,43.01,13.93,49.11,13.26,41.9,32.14,25.15,22.3,20.31,40.4,25.3,34.89,25.59,11850.61
10/5/2006,49.58,44.45,60.18,44.78,13.94,49.01,13.23,41.45,32.09,25.02,22.03,20.3,40.51,25.14,34.08,25.49,11866.69
10/6/2006,49.6,44.4,60.23,44.65,13.92,49.14,13.14,41.41,31.71,25.22,22.26,20.26,40.24,25.06,34.02,25.71,11850.21
10/9/2006,49.5,44.35,59.49,45.21,13.81,49.65,13.13,41.29,31.88,25.51,22.26,20.15,40.09,25.44,33.95,25.75,11857.81
10/10/2006,49.11,45.24,59.11,45.32,13.7,49.76,13.3,41.35,32.17,25.68,22.24,20.13,40,25.48,33.88,25.64,11867.17
10/11/2006,49.28,45.08,58.76,44.83,13.72,49.76,13.3,41.44,32.24,25.94,22.44,20.02,39.85,25.59,34.01,25.69,11852.13
10/12/2006,49.26,45.42,60.2,45.44,13.7,50.06,13.68,41.27,32.66,26.55,22.74,20.52,39.81,25.57,34.02,25.68,11947.7
10/13/2006,49.24,45.52,59.3,45.33,13.69,50.88,13.75,41.11,32.59,26.48,22.97,20.63,39.63,24.9,34.12,25.52,11960.51
10/16/2006,49.47,45.23,59.49,45.89,13.76,51.25,13.76,41.33,32.3,26.48,23.27,20.69,39.58,24.53,34.02,25.45,11980.6
10/17/2006,49.5,45.59,59.23,45.87,13.61,51.39,13.31,42.06,32.48,26.16,23.38,20.68,39.7,24.13,33.99,25.52,11950.02
10/18/2006,49.32,45.45,59.55,45.33,13.67,53.09,13.44,43.38,31.95,26.07,23.65,20.74,40.12,24.22,34.04,25.91,11992.68
10/19/2006,49.89,45.48,59.31,45.49,13.96,53.11,13.39,43.31,31.72,25.63,23.66,20.57,40.06,24.23,34.14,25.92,12011.73
10/20/2006,51.24,45.54,58.83,38.88,14.53,53.48,13.58,43.68,31.89,26.07,24.27,20.67,40.18,24.29,34.76,25.8,12002.37
10/23/2006,52.3,44.45,59.59,39.82,14.7,54.11,13.66,43.99,32.07,26.5,24.3,20.69,40.56,24.45,36.1,25.66,12116.91
10/24/2006,52.17,44.49,60.16,40.16,14.62,54.07,13.77,43.76,31.9,26.56,24.42,20.56,40.31,24.63,36.12,25.75,12127.88
10/25/2006,51.89,44.61,58.2,40.8,14.67,54.27,13.83,43.81,31.99,26.41,24.5,20.58,40.47,24.7,35.8,25.6,12134.68
10/26/2006,51.74,45.37,56.96,41.09,14.66,54.1,13.86,43.81,32.33,26.48,24.57,20.61,40.7,25.22,36.43,26.24,12163.66
10/27/2006,51.56,44.93,57.39,40.38,14.57,53.64,13.44,43.39,32,26.07,24.51,20.61,40.74,25.01,35.72,26.03,12090.26
10/30/2006,51.55,44.97,57.74,40.04,14.54,54.08,13.54,43.09,32.11,26.36,24.27,20.74,40.9,25.14,34.87,26.14,12086.5
10/31/2006,51.48,45.36,57.48,40.01,14.53,54.57,13.59,42.9,32.11,26.36,24.15,20.87,40.63,25.19,34.7,25.81,12080.73
11/1/2006,51.48,45.23,57.62,39.87,14.5,54.26,13.38,42.76,31.76,26.32,24.29,20.95,40.41,25.2,34.39,26.03,12031.02
11/2/2006,51.51,45.08,57,39.91,14.52,54.18,13.17,43.22,31.74,26.44,24.14,20.92,40.56,25.1,34,26.01,12018.54
11/3/2006,51.31,44.77,57.56,39.83,14.46,54.03,13.12,43.16,31.73,25.93,23.98,20.89,40.64,25.1,33.46,26.16,11986.04
11/6/2006,51.97,45.63,57.92,39.44,14.55,54.73,13.32,43.55,32.25,26.3,24.36,20.97,40.74,25.12,33.44,26.63,12105.55
11/7/2006,51.86,45.86,61.07,39.49,14.59,54.82,13.31,43.74,32.14,26.2,24.41,21.05,41.1,25.12,33.55,26.95,12156.77
11/8/2006,51.86,46.35,61.72,39.61,14.58,54.91,13.25,43.28,32.24,26.43,23.58,21.07,41.05,25.14,33.11,27.16,12176.54
11/9/2006,51.52,46.22,61.47,39.02,14.5,54.81,13.07,42.11,31.97,26.46,22.8,21.27,40.9,24.87,32.66,27.55,12103.3
11/10/2006,51.71,46.18,61.84,39.28,14.45,54.42,13.17,42.2,32.22,26.39,22.93,21.26,40.83,24.72,32.72,26.58,12108.43
11/13/2006,51.91,46.27,61.89,39.23,14.43,54.6,13.44,41.97,32.26,26.74,23.11,21.34,40.54,24.56,32.61,26.47,12131.88
11/14/2006,52.3,46.56,61.93,39.78,14.47,55.32,14,42.37,32.32,26.58,23.34,21.33,40.51,25.62,33.55,26.69,12218.01
11/15/2006,52.7,46.67,62.9,40.5,14.5,55.22,14.28,42.36,32.11,26.47,23.48,21.24,40.46,25.39,33.57,26.82,12251.71
11/16/2006,52.43,46.74,64.07,40.45,14.66,55.43,14.29,42.35,32.38,26.84,23.74,21.5,40.72,25.51,33.73,27.12,12305.82
11/17/2006,53.16,46.95,64.66,40.16,14.69,55.63,14.14,42.8,32.26,26.94,23.96,21.45,40.94,25.83,33.44,27.03,12342.56
11/20/2006,53.14,46.75,64.37,40.14,14.62,55.3,14.25,42.66,32.42,26.98,23.7,21.81,40.83,25.92,33.6,27.17,12316.54
11/21/2006,53.62,46.61,65.8,40.99,14.61,55.2,13.8,42.39,32.32,27.09,23.51,21.83,40.55,25.59,33.66,27.26,12321.59
11/22/2006,53.5,46.99,65.08,41.38,14.64,55.46,13.9,42.5,32.21,27.15,23.6,21.83,40.79,25.71,33.82,27.07,12326.95
11/24/2006,53.29,47,64.84,41.43,14.59,55.36,13.81,42.15,31.99,26.97,23.49,21.71,40.72,25.45,33.72,27,12280.17
11/27/2006,52.69,46.15,63.11,40.84,14.47,54.23,13.45,42.03,31.56,26.47,23.2,21.51,40.28,25.37,32.82,26.74,12121.71
11/28/2006,52.81,46.21,63.52,40.6,14.51,54.17,13.42,42.23,31.27,26.67,23.22,21.44,40.43,25.17,32.89,26.98,12136.45
11/29/2006,53.18,46.11,64.2,40.9,14.6,54.27,13.59,42.38,31.59,26.96,23.7,21.57,40.52,25.54,33.01,26.98,12226.73
11/30/2006,53.5,46.07,63.94,40.88,14.66,54.51,13.69,42.19,31.32,27.03,23.67,21.42,40.25,25.78,32.46,27.12,12221.93
12/1/2006,52.52,45.94,64.68,40.33,14.58,54.11,13.39,42.23,31.14,27.1,23.96,21.24,40.19,26.46,?,27.15,12194.13
12/4/2006,53.12,46.99,64.7,40.52,14.66,55.45,13.58,42.43,31.7,27.37,23.77,21.4,40.65,26.61,32.59,27.44,12283.85
12/5/2006,52.91,46.96,65.53,40.96,15.02,56.03,13.51,42.36,31.94,27.54,24.14,21.25,40.71,26.73,32.72,28.06,12331.6
12/6/2006,52.41,46.82,65.6,41.55,15.14,55.82,13.37,42.27,31.69,27.67,23.96,21.15,40.9,27.1,32.77,27.98,12309.25
12/7/2006,52.25,46.43,65.01,41.52,15.25,55.88,13.21,42.29,31.56,27.88,23.58,21.05,40.9,26.43,32.65,28.01,12278.41
12/8/2006,51.59,46.94,65.1,41.78,15.31,55.66,13.23,42.22,31.65,28.19,23.57,21.45,40.95,26.34,32.63,28.22,12307.49
12/11/2006,51.78,46.54,64.85,41.57,15.28,55.53,13.24,42.06,32.18,28.07,23.61,21.55,40.94,26.33,32.39,28.32,12328.48
12/12/2006,51.89,46.39,65.23,41.04,15.3,55.82,13.26,41.98,32.24,27.72,23.4,21.47,40.83,26.27,32.14,28.34,12315.58
12/13/2006,52.05,47.05,64.72,40.52,15.29,56.2,13.24,41.91,32.21,28.08,23.25,21.56,40.64,26.55,32.43,28.52,12317.5
12/14/2006,51.73,48.57,64.95,40.94,15.34,56.55,13.29,42.41,32.45,28.14,23.39,21.94,40.61,27.13,32.87,28.75,12416.76
12/15/2006,51.43,48.36,65.51,40.74,15.31,56.52,13.41,42.44,32.69,27.96,23.6,22.03,41.1,27.08,32.82,28.4,12445.52
12/18/2006,51.45,48.47,64.69,40.81,15.3,56.6,13.33,42.63,32.64,28.01,23.51,21.81,41.13,27.13,32.77,28.56,12441.27
12/19/2006,51.3,48.29,65.13,40.54,15.26,56.93,13.22,42.81,32.67,28.33,23.34,21.88,41.28,26.91,32.57,28.86,12471.32
12/20/2006,51.77,48.12,65.08,40.45,15.26,56.93,13.18,42.53,32.63,28.25,23.23,21.95,41.33,26.56,32.41,28.66,12463.87
12/21/2006,51.76,47.75,64.96,40.08,15.23,56.88,13.03,42.25,32.93,28.26,23.21,21.87,41.06,26.41,32.3,28.6,12421.25
12/22/2006,51.45,47.74,64.11,39.93,15.14,56.49,12.85,42.03,32.41,28.06,22.98,21.62,40.9,26.4,32.18,28.28,12343.22
12/26/2006,51.24,47.99,64.13,40.14,15.2,56.73,12.89,42.02,32.7,28.22,22.96,21.88,41.15,26.52,32.58,28.59,12407.63
12/27/2006,51.53,48.31,64.2,40.51,15.24,57.64,13.05,42.26,33.13,28.55,23.27,21.9,41.29,26.86,32.62,28.6,12510.57
12/28/2006,51.33,47.97,64.28,40.41,15.19,57.51,13.07,42.52,33.11,28.57,23.36,21.87,41.33,26.97,32.51,28.58,12501.52
12/29/2006,51.18,47.6,64.17,40.42,15.1,57.61,12.96,42.26,32.69,28.55,23.39,21.78,41.2,27.26,32.63,28.38,12463.15
1/3/2007,51.4,47.48,64.41,40.31,15.2,57.68,13.02,42.51,32.76,28.26,23.62,21.78,41.37,27.88,33.6,28.32,12474.52
1/4/2007,51.19,47.13,64.67,40.2,15.21,58.3,13.55,43.04,32.85,28.04,24.2,21.75,41.06,27.54,33.76,28.54,12480.69
1/5/2007,50.84,46.51,64.39,39.69,15.1,57.77,13.5,42.65,32.57,28.04,23.77,21.62,40.7,27.01,33.49,28.31,12398.01
1/8/2007,50.96,46.95,64.24,39.73,15.2,58.65,13.44,42.58,32.68,28.15,23.76,21.84,40.79,26.81,33.21,28.57,12423.49
1/9/2007,51.01,46.65,63.56,39.95,15.21,59.34,13.46,42.42,32.55,28.2,23.54,21.86,40.69,26.69,33.49,28.52,12416.6
1/10/2007,51.13,46.62,64.48,39.75,15.24,58.64,13.77,42.35,32.78,28.51,23.67,21.64,41.18,27.01,33.41,28.56,12442.16
1/11/2007,51.65,46.76,64.17,39.54,15.25,58.5,14.03,42.72,32.93,28.67,23.74,22.4,41.44,27.21,33.64,28.97,12514.98
1/12/2007,52.12,46.41,63.65,39.37,15.2,58.91,14.16,42.66,32.71,28.48,24.03,22.77,41.67,27.23,33.9,29.15,12556.08
1/16/2007,52.25,46.51,63.56,39.04,15.18,59.79,14.27,42.6,32.98,28.71,24.11,22.73,41.67,27.35,34.14,29,12582.59
1/17/2007,51.82,46.58,64.16,39.48,15.21,59.31,13.46,42.81,33.01,28.89,24.15,22.69,42.1,27.35,34.06,29.19,12577.15
